ClipID,Boredom,Engagement,Confusion,Frustration 
2100571025.avi,1,2,0,0
2100571027.avi,1,2,0,0
2100571029.avi,2,2,0,0
2100571030.avi,2,2,0,0
2100571031.avi,3,2,0,0
2100571033.avi,2,2,0,1
2100571034.avi,1,2,0,0
2100571036.avi,2,2,1,1
2100571038.avi,1,1,0,1
2100571039.avi,0,2,0,0
2100571040.avi,1,3,0,0
2100571041.avi,0,3,0,0
2100571042.avi,0,3,0,0
2100571044.avi,2,1,0,3
2100571045.avi,2,3,0,1
2100571046.avi,2,3,0,0
2100571047.avi,1,2,0,0
2100571048.avi,2,3,0,0
2100571049.avi,3,1,1,0
2100571050.avi,1,2,0,0
2100571051.avi,2,2,1,1
2100571052.avi,0,2,0,0
2100571053.avi,2,2,1,1
2100571055.avi,0,3,0,0
2100571056.avi,2,2,0,1
2100571057.avi,1,2,0,0
2100571058.avi,1,2,0,1
2100571061.avi,2,2,0,0
2100571062.avi,2,1,1,2
2100571063.avi,1,2,0,0
2100571064.avi,0,2,0,0
2100571065.avi,0,3,0,0
2100571066.avi,1,2,0,1
2100571067.avi,2,2,0,0
2100571068.avi,3,2,0,0
2100571069.avi,1,2,0,0
2100571070.avi,1,2,1,0
2100571072.avi,2,3,0,0
2100571073.avi,0,2,0,0
2100571074.avi,0,2,0,0
2100571075.avi,1,3,0,0
2100571077.avi,1,3,0,0
2100571078.avi,1,3,0,0
2100571079.avi,2,2,0,0
2100571081.avi,2,3,0,0
2100571082.avi,1,2,0,0
2100572001.avi,0,2,0,0
2100572002.avi,0,3,0,0
2100572004.avi,0,2,0,0
2100572006.avi,0,3,0,0
2100572009.avi,0,2,0,0
2100572010.avi,1,3,0,0
2100572011.avi,1,3,0,0
2100572012.avi,2,2,1,1
2100572013.avi,1,3,1,1
2100572015.avi,0,3,0,0
2100572017.avi,0,3,0,0
2100572018.avi,0,3,0,0
2100572019.avi,1,2,0,1
2100572020.avi,1,2,1,1
2100572021.avi,2,1,0,0
2100572023.avi,2,2,0,0
2100572024.avi,1,3,0,0
2100572025.avi,0,2,0,0
2100572026.avi,1,2,1,1
2100572027.avi,2,2,0,0
2100572028.avi,2,2,0,0
2100572029.avi,1,2,1,0
2100572030.avi,0,2,0,0
2100572032.avi,0,2,0,0
2100572033.avi,0,3,0,0
2100572034.avi,0,2,1,2
2100572036.avi,2,2,1,0
2100572038.avi,1,2,3,1
2100572039.avi,0,3,0,0
2100572040.avi,2,2,0,0
2100572041.avi,2,3,1,1
2100572042.avi,2,2,0,0
2100572043.avi,2,2,0,0
2100572044.avi,2,2,0,0
2100572045.avi,1,2,0,0
2100572046.avi,2,3,0,0
2100572047.avi,0,3,0,0
2100572048.avi,0,3,0,0
2100572050.avi,1,3,0,0
2100572051.avi,1,3,0,0
2100572054.avi,0,2,1,0
2100572055.avi,2,3,0,0
2100572056.avi,0,3,0,0
2100572057.avi,2,1,0,1
2100572058.avi,2,2,1,0
2100572059.avi,2,2,0,0
2100572060.avi,2,2,1,1
2100572061.avi,2,2,1,0
2100572062.avi,0,3,0,0
2100572063.avi,1,2,1,0
2100572064.avi,2,3,0,0
2100572067.avi,2,2,0,0
2100572068.avi,0,2,0,0
2100572069.avi,2,2,0,0
2100581001.avi,2,1,1,1
2100581002.avi,0,3,0,0
2100581003.avi,2,2,0,0
2100581004.avi,2,2,0,0
2100581005.avi,2,2,2,0
2100581006.avi,0,2,0,0
2100581007.avi,2,3,0,0
2100581009.avi,1,2,0,0
2100581010.avi,2,2,0,0
2100581011.avi,1,3,1,0
2100581012.avi,1,3,0,1
2100581013.avi,2,2,2,1
2100581014.avi,0,3,0,0
2100581015.avi,1,3,0,0
2100581018.avi,0,3,0,0
2100581019.avi,1,3,0,1
2100581021.avi,2,1,1,0
2100581022.avi,1,2,1,1
2100581024.avi,2,2,1,1
2100581025.avi,0,3,0,0
2100581026.avi,2,2,0,0
2100581027.avi,0,2,0,0
2100581028.avi,0,3,0,0
2100581029.avi,0,2,0,0
2100581030.avi,0,2,0,0
2100581034.avi,2,2,0,0
2100581035.avi,2,2,0,0
2100581036.avi,0,3,0,0
2100581037.avi,1,3,0,0
2100581038.avi,2,2,0,0
2100581039.avi,2,2,0,0
2100581040.avi,0,2,0,0
2100581041.avi,1,2,0,0
2100581042.avi,0,2,1,0
2100581044.avi,1,2,0,0
2100581045.avi,1,2,0,0
2100581051.avi,0,2,0,0
2100581054.avi,0,3,0,0
2100581056.avi,0,3,0,0
2100581057.avi,1,3,0,0
2100581058.avi,2,3,0,0
2100581059.avi,2,2,0,0
2100581061.avi,1,2,1,0
2100581062.avi,1,3,1,1
2100581064.avi,1,3,0,0
2100581066.avi,0,2,0,0
2100581067.avi,1,2,0,1
2100581068.avi,1,2,0,0
2100581069.avi,0,2,0,0
2100581070.avi,3,2,0,0
2100581071.avi,2,2,0,0
2100581072.avi,2,2,0,1
2100581073.avi,1,2,0,0
2100581074.avi,1,2,2,1
2100581075.avi,1,3,0,0
2100581076.avi,0,2,0,0
2100581077.avi,2,3,1,1
2100582001.avi,2,2,0,0
2100582002.avi,2,2,0,0
2100582003.avi,1,3,0,0
2100582004.avi,0,3,0,0
2100582005.avi,2,3,0,0
2100582006.avi,1,2,1,0
2100582008.avi,0,2,0,0
2100582009.avi,1,3,0,0
2100582012.avi,2,2,0,0
2100582013.avi,2,2,0,1
2100582015.avi,1,2,0,0
2100582017.avi,1,2,0,0
2100582019.avi,1,2,0,0
2100582020.avi,0,2,0,0
2100582021.avi,2,2,0,1
2100582023.avi,1,2,0,0
2100582024.avi,0,2,0,0
2100582025.avi,0,3,0,0
2100582026.avi,1,3,0,0
2100582027.avi,2,1,0,0
2100582028.avi,1,2,0,0
2100582038.avi,1,2,0,0
2100582043.avi,0,3,2,0
2100582044.avi,2,2,2,1
2100582045.avi,2,2,0,0
2100582046.avi,2,2,1,0
2100582048.avi,0,3,0,0
2100582050.avi,1,2,0,0
2100582051.avi,2,2,0,0
2100582052.avi,3,0,0,0
2100582053.avi,3,3,0,0
2100582054.avi,1,2,0,0
2100582055.avi,3,0,0,0
2100582056.avi,3,0,0,0
2100582057.avi,3,0,1,0
2100582058.avi,3,0,0,0
2100582060.avi,3,0,0,0
2100582061.avi,3,1,0,0
2100582062.avi,3,0,0,0
2100582064.avi,3,3,1,0
2100582067.avi,2,2,0,0
2100582069.avi,2,2,0,1
2100591002.avi,1,3,0,0
2100591003.avi,0,3,0,0
2100591004.avi,1,3,0,0
2100591005.avi,0,3,0,0
2100591006.avi,0,3,0,0
2100591007.avi,0,3,0,0
2100591008.avi,0,3,0,0
2100591010.avi,0,3,2,0
2100591013.avi,0,2,0,0
2100591015.avi,0,2,0,0
2100591016.avi,0,3,0,0
2100591017.avi,1,2,0,0
2100591019.avi,2,2,0,0
2100591020.avi,0,3,0,0
2100591021.avi,1,2,0,0
2100591022.avi,0,3,1,1
2100591023.avi,1,2,0,0
2100591025.avi,0,3,0,0
2100591026.avi,1,2,1,1
2100591027.avi,1,2,0,1
2100591028.avi,0,2,0,0
2100591030.avi,0,2,0,0
2100591034.avi,0,3,0,0
2100591035.avi,0,3,1,0
2100591036.avi,0,3,0,0
2100591037.avi,0,2,1,0
2100591038.avi,0,2,0,0
2100591039.avi,1,2,2,0
2100591040.avi,2,3,1,0
2100591041.avi,0,2,0,0
2100591042.avi,0,3,0,0
2100591043.avi,1,2,0,0
2100591044.avi,2,3,0,1
2100591045.avi,0,2,1,0
2100591046.avi,1,1,0,0
2100591047.avi,2,3,0,0
2100591048.avi,0,3,0,0
2100591049.avi,0,2,0,0
2100591050.avi,1,3,0,0
2100591053.avi,1,3,0,0
2100591054.avi,1,3,1,0
2100591055.avi,2,3,0,0
2100591056.avi,0,3,0,0
2100591057.avi,0,3,2,1
2100591059.avi,0,3,0,0
2100591060.avi,0,2,0,0
2100591061.avi,0,3,0,0
2100591062.avi,1,2,0,0
2100591064.avi,2,2,0,0
2100591065.avi,0,3,0,0
2100591066.avi,1,3,0,0
2100591067.avi,2,3,0,0
2100591068.avi,0,3,0,0
2100591069.avi,2,3,0,0
2100591070.avi,0,3,0,0
2100591072.avi,1,3,2,0
2100591073.avi,0,3,0,0
2100591074.avi,0,3,0,0
2100591075.avi,0,3,0,0
2100591076.avi,0,3,0,0
2100591077.avi,1,3,1,1
2100591078.avi,0,3,0,1
2100591080.avi,1,3,1,0
2100591081.avi,0,2,0,0
2100591082.avi,0,3,0,0
2100592002.avi,0,3,1,0
2100592003.avi,0,3,0,0
2100592004.avi,0,2,0,0
2100592005.avi,0,3,0,0
2100592007.avi,1,3,0,0
2100592009.avi,0,3,1,1
2100592010.avi,0,3,0,0
2100592011.avi,0,2,0,0
2100592012.avi,0,3,2,0
2100592013.avi,0,2,0,0
2100592014.avi,1,2,1,1
2100592015.avi,1,3,0,0
2100592016.avi,0,3,0,0
2100592017.avi,0,3,0,0
2100592018.avi,1,2,0,1
2100592019.avi,1,3,0,0
2100592020.avi,1,3,0,0
2100592021.avi,1,3,0,0
2100592022.avi,0,2,0,0
2100592023.avi,0,3,1,0
2100592024.avi,0,3,0,0
2100592025.avi,0,2,0,0
2100592026.avi,1,3,0,0
2100592027.avi,1,2,1,0
2100592028.avi,1,3,1,0
2100592029.avi,0,3,1,0
2100592030.avi,0,2,0,0
2100592032.avi,2,3,1,1
2100592033.avi,0,3,0,0
2100592034.avi,2,3,0,0
2100592035.avi,0,2,0,0
2100592036.avi,0,2,0,1
2100592038.avi,0,2,0,0
2100592040.avi,0,2,0,0
2100592041.avi,0,3,0,0
2100592042.avi,1,3,0,0
2100592043.avi,0,2,0,0
2100592044.avi,0,3,0,0
2100592046.avi,1,2,0,1
2100592047.avi,0,3,0,0
2100592048.avi,0,2,0,0
2100592049.avi,0,3,0,0
2100592052.avi,2,2,0,0
2100592053.avi,0,3,2,0
2100592054.avi,1,2,0,1
2100592056.avi,0,2,0,0
2100592057.avi,2,2,0,0
2100592058.avi,0,2,0,0
2100592059.avi,0,3,0,0
2100592060.avi,0,2,0,0
2100592064.avi,2,2,0,0
2100592065.avi,0,2,0,0
2100592066.avi,1,2,0,0
2100592067.avi,0,3,0,0
2100592068.avi,0,2,0,0
2100592069.avi,0,3,0,0
2100592070.avi,2,2,0,0
2100592071.avi,1,2,1,0
2100592072.avi,0,3,0,0
2100601001.avi,2,3,1,0
2100601002.avi,1,3,0,0
2100601004.avi,2,2,1,0
2100601005.avi,3,2,1,1
2100601006.avi,1,2,0,1
2100601007.avi,2,2,2,2
2100601008.avi,0,3,0,0
2100601009.avi,2,2,2,1
2100601010.avi,1,3,0,0
2100601011.avi,2,3,0,0
2100601012.avi,1,1,0,0
2100601013.avi,0,2,1,0
2100601014.avi,0,3,0,0
2100601015.avi,1,2,0,0
2100601016.avi,0,3,0,0
2100601017.avi,0,3,0,0
2100601018.avi,0,1,2,0
2100601020.avi,0,3,0,0
2100601021.avi,2,2,0,0
2100601023.avi,0,2,1,0
2100601024.avi,0,2,0,0
2100601025.avi,1,2,0,0
2100601027.avi,2,2,0,1
2100601028.avi,0,2,2,0
2100601029.avi,1,2,0,0
2100601030.avi,0,3,0,0
2100601031.avi,2,2,0,0
2100601032.avi,1,2,0,0
2100601033.avi,0,3,1,0
2100601035.avi,0,3,0,1
2100601036.avi,3,2,0,0
2100601037.avi,0,3,0,0
2100601038.avi,0,3,0,0
2100601039.avi,1,2,1,1
2100601040.avi,0,3,0,0
2100601041.avi,0,3,0,0
2100601042.avi,0,3,0,0
2100601043.avi,0,3,0,0
2100601044.avi,0,3,0,0
2100601045.avi,0,3,0,0
2100601046.avi,0,3,0,0
2100601049.avi,1,2,0,0
2100601050.avi,1,2,1,0
2100601052.avi,0,2,0,0
2100601053.avi,1,2,0,0
2100601054.avi,1,2,0,0
2100601055.avi,1,3,1,0
2100601056.avi,2,2,0,0
2100601057.avi,0,3,1,0
2100601059.avi,1,2,0,0
2100601062.avi,0,3,2,0
2100601063.avi,0,3,1,0
2100601064.avi,2,2,2,0
2100601065.avi,0,3,0,0
2100601066.avi,0,3,0,0
2100601067.avi,1,3,0,0
2100601068.avi,1,2,1,0
2100601069.avi,2,3,0,0
2100601071.avi,0,3,0,0
2100601073.avi,1,3,0,0
2100601074.avi,2,2,0,2
2100601075.avi,0,2,0,1
2100601077.avi,1,3,0,0
2100601078.avi,2,2,1,1
2100602001.avi,1,2,2,0
2100602002.avi,0,2,0,0
2100602003.avi,0,2,0,0
2100602004.avi,0,2,1,0
2100602005.avi,2,2,0,0
2100602006.avi,2,3,1,1
2100602008.avi,1,2,1,0
2100602009.avi,0,2,0,0
2100602010.avi,1,3,2,0
2100602011.avi,2,2,2,0
2100602012.avi,1,2,0,0
2100602014.avi,2,2,3,0
2100602015.avi,2,2,0,0
2100602017.avi,0,3,2,2
2100602018.avi,1,2,0,0
2100602019.avi,2,2,1,0
2100602020.avi,0,3,0,0
2100602022.avi,1,2,0,0
2100602023.avi,1,2,1,1
2100602024.avi,1,2,0,0
2100602025.avi,2,3,0,0
2100602026.avi,1,2,2,1
2100602027.avi,2,3,0,0
2100602028.avi,2,2,1,1
2100602029.avi,2,2,0,0
2100602030.avi,0,2,0,0
2100602032.avi,2,2,1,0
2100602033.avi,0,3,0,0
2100602034.avi,1,2,0,0
2100602035.avi,2,2,0,0
2100602036.avi,2,2,0,0
2100602038.avi,1,2,2,2
2100602040.avi,2,2,1,1
2100602041.avi,2,0,1,0
2100602042.avi,1,2,0,0
2100602043.avi,0,3,0,0
2100602044.avi,2,2,0,0
2100602046.avi,1,2,0,0
2100602047.avi,3,3,2,2
2100602049.avi,1,3,0,0
2100602050.avi,1,3,0,2
2100602051.avi,0,2,0,0
2100602052.avi,1,3,1,1
2100602053.avi,2,2,0,0
2100602054.avi,1,3,0,0
2100602056.avi,2,2,2,2
2100602058.avi,2,2,0,0
2100602059.avi,2,2,0,0
2100602060.avi,2,2,0,0
2100602061.avi,0,2,0,0
2100602062.avi,1,3,0,0
2100602063.avi,1,3,0,0
2100602065.avi,1,2,0,0
2100602067.avi,2,3,0,0
2100602068.avi,2,2,1,0
2100602069.avi,1,2,1,0
2100602072.avi,1,3,0,0
2100611002.avi,1,3,1,0
2100611003.avi,0,3,0,0
2100611004.avi,0,3,0,0
2100611005.avi,0,2,0,0
2100611006.avi,1,2,1,0
2100611010.avi,0,2,0,1
2100611011.avi,0,3,0,0
2100611012.avi,0,3,0,0
2100611013.avi,1,3,0,1
2100611014.avi,0,3,2,0
2100611015.avi,0,3,0,0
2100611016.avi,2,2,2,1
2100611017.avi,2,2,0,1
2100611018.avi,0,2,0,0
2100611019.avi,0,2,0,0
2100611021.avi,0,3,0,0
2100611023.avi,2,2,0,0
2100611024.avi,0,3,0,0
2100611025.avi,1,3,2,1
2100611026.avi,0,3,0,0
2100611027.avi,3,1,0,1
2100611028.avi,1,2,0,1
2100611029.avi,1,2,1,0
2100611031.avi,1,2,0,0
2100611032.avi,1,3,0,1
2100611034.avi,2,3,0,0
2100611035.avi,0,3,0,0
2100611036.avi,1,2,1,0
2100611037.avi,1,2,1,0
2100611038.avi,2,3,0,0
2100611039.avi,0,3,0,0
2100611040.avi,1,2,0,2
2100611041.avi,0,3,0,0
2100611042.avi,0,2,0,0
2100611043.avi,0,2,0,0
2100611044.avi,0,3,0,0
2100611045.avi,1,2,0,0
2100611046.avi,0,3,2,1
2100611047.avi,2,2,0,0
2100611048.avi,0,3,0,0
2100611049.avi,0,3,1,0
2100611050.avi,0,2,0,0
2100611051.avi,0,3,0,0
2100611052.avi,1,2,1,1
2100611055.avi,0,3,0,0
2100611056.avi,0,3,0,0
2100611057.avi,2,2,0,0
2100611058.avi,1,2,0,0
2100611059.avi,0,3,1,0
2100611060.avi,0,2,2,0
2100611061.avi,0,3,2,0
2100611062.avi,1,2,0,0
2100611063.avi,0,3,0,0
2100611064.avi,0,3,0,0
2100611066.avi,0,3,0,0
2100611067.avi,1,2,1,1
2100611068.avi,1,2,1,0
2100611069.avi,1,3,0,0
2100611070.avi,2,2,0,0
2100611071.avi,1,2,2,0
2100611075.avi,0,2,0,0
2100611076.avi,0,3,1,0
2100611077.avi,0,3,0,0
2100611078.avi,1,2,0,0
2100611079.avi,0,2,0,0
2100611081.avi,0,3,0,0
2100611083.avi,2,2,2,1
2100612001.avi,0,3,3,1
2100612002.avi,2,3,0,0
2100612003.avi,2,2,2,1
2100612005.avi,1,2,1,0
2100612006.avi,1,2,0,1
2100612007.avi,1,3,1,1
2100612008.avi,0,3,0,0
2100612009.avi,0,1,2,0
2100612010.avi,0,3,1,0
2100612011.avi,0,3,0,0
2100612012.avi,0,3,0,0
2100612014.avi,0,3,0,0
2100612015.avi,0,3,3,1
2100612020.avi,0,3,1,1
2100612022.avi,0,3,0,0
2100612024.avi,0,3,0,1
2100612025.avi,1,3,0,2
2100612026.avi,0,3,0,0
2100612027.avi,1,2,0,0
2100612028.avi,0,2,2,1
2100612029.avi,0,3,0,0
2100612030.avi,1,2,1,2
2100612031.avi,2,3,0,0
2100612033.avi,1,2,1,0
2100612034.avi,1,2,2,1
2100612035.avi,0,3,0,1
2100612037.avi,1,2,2,1
2100612038.avi,0,3,0,0
2100612040.avi,2,3,2,0
2100612041.avi,1,2,2,0
2100612042.avi,0,2,1,1
2100612043.avi,0,3,0,2
2100612044.avi,0,2,1,0
2100612045.avi,1,3,0,1
2100612046.avi,1,3,1,0
2100612047.avi,0,3,0,0
2100612048.avi,1,3,1,1
2100612051.avi,0,3,2,0
2100612053.avi,0,3,1,0
2100612056.avi,0,2,0,0
2100612057.avi,0,3,0,0
2100612058.avi,2,3,1,0
2100612059.avi,0,3,0,0
2100612060.avi,1,3,1,0
2100612061.avi,1,3,2,0
2100612062.avi,2,3,2,2
2100612063.avi,0,2,2,0
2100612064.avi,1,2,0,0
2100612065.avi,0,3,0,0
2100612066.avi,0,3,0,0
2100612067.avi,0,3,0,0
2100612068.avi,2,2,2,0
2100612069.avi,0,2,0,1
2100612070.avi,1,2,1,0
2100612071.avi,0,2,2,0
2100612072.avi,0,3,0,0
2260510110.avi,1,2,3,1
2260510113.avi,2,3,1,1
2260510114.avi,3,2,0,1
2260510115.avi,1,3,1,0
2260510116.avi,1,2,1,1
2260510118.avi,2,2,2,1
2260510122.avi,1,2,1,1
2260510124.avi,1,2,2,1
2260510125.avi,2,2,1,0
2260510126.avi,1,2,0,0
2260510127.avi,1,3,0,1
2260510129.avi,2,2,0,0
226051013.avi,1,2,1,0
2260510131.avi,2,2,0,1
2260510134.avi,1,2,1,0
2260510136.avi,2,2,1,1
2260510138.avi,1,2,0,0
2260510139.avi,2,2,1,1
226051014.avi,2,2,1,1
2260510140.avi,2,3,1,1
2260510141.avi,2,2,0,0
2260510142.avi,3,2,2,0
2260510143.avi,3,2,1,1
2260510146.avi,2,3,1,1
2260510147.avi,1,2,1,1
2260510148.avi,0,2,0,0
2260510151.avi,1,3,1,1
2260510152.avi,0,3,0,0
2260510155.avi,2,1,0,2
2260510156.avi,1,2,1,0
2260510158.avi,3,2,0,3
2260510159.avi,2,2,0,1
226051016.avi,2,2,1,1
2260510160.avi,3,2,0,0
2260510162.avi,3,2,1,0
2260510163.avi,3,1,0,2
2260510167.avi,2,2,2,1
2260510168.avi,1,3,0,1
226051017.avi,1,2,1,1
2260510172.avi,1,3,0,1
2260510174.avi,1,2,2,0
2260510176.avi,1,2,3,1
2260510177.avi,2,1,0,1
2260510180.avi,2,2,1,0
2260510182.avi,3,2,1,2
2260510183.avi,2,2,1,2
2260510185.avi,0,2,1,2
226051019.avi,2,3,1,0
226051021.avi,1,2,2,0
2260510212.avi,0,3,0,0
2260510213.avi,0,3,0,0
2260510214.avi,0,3,0,0
2260510217.avi,0,2,0,0
226051022.avi,0,3,0,0
2260510220.avi,0,3,0,0
2260510221.avi,1,2,1,0
2260510222.avi,0,3,1,0
2260510223.avi,0,3,1,0
2260510227.avi,1,3,1,1
2260510228.avi,1,2,0,0
2260510229.avi,0,3,1,0
226051023.avi,0,3,1,0
2260510230.avi,0,3,0,0
2260510231.avi,0,3,1,0
2260510232.avi,0,3,0,0
2260510233.avi,0,3,1,0
2260510237.avi,0,3,0,0
2260510238.avi,1,3,1,0
2260510240.avi,0,3,3,0
2260510241.avi,0,3,1,0
2260510242.avi,0,3,2,0
2260510243.avi,0,3,0,0
2260510244.avi,0,3,0,0
2260510247.avi,0,3,0,0
2260510248.avi,0,3,0,0
226051025.avi,0,3,1,0
2260510250.avi,0,2,0,0
2260510252.avi,1,3,2,0
2260510253.avi,1,3,2,0
2260510254.avi,1,2,1,1
2260510257.avi,1,2,1,0
2260510258.avi,0,3,0,0
2260510259.avi,0,3,0,0
226051026.avi,0,3,0,0
2260510260.avi,0,3,0,0
2260510262.avi,0,2,0,0
2260510266.avi,1,3,0,0
2260510267.avi,0,3,0,1
226051027.avi,0,3,0,0
2260510270.avi,0,3,0,0
2260510271.avi,1,2,0,0
2260510272.avi,0,3,0,0
2260510276.avi,1,2,2,0
2260510277.avi,1,2,1,0
2260510278.avi,0,3,0,0
240846010.avi,1,3,1,0
240846011.avi,0,3,1,0
2408460110.avi,1,3,1,0
2408460111.avi,1,2,1,1
2408460118.avi,2,1,1,1
240846012.avi,1,2,1,1
2408460120.avi,0,2,1,0
2408460123.avi,1,3,1,0
2408460125.avi,0,3,0,0
2408460126.avi,1,2,1,1
2408460127.avi,1,2,0,0
2408460129.avi,1,2,0,0
240846013.avi,1,2,0,0
2408460130.avi,3,2,1,1
2408460131.avi,0,2,0,0
2408460132.avi,3,2,0,0
2408460133.avi,0,3,1,0
2408460134.avi,0,3,0,0
2408460135.avi,0,3,0,0
2408460137.avi,0,1,0,0
2408460139.avi,0,3,2,1
2408460143.avi,1,2,1,0
2408460145.avi,2,3,0,0
2408460146.avi,0,3,1,1
2408460148.avi,1,2,1,0
2408460149.avi,1,2,2,0
240846015.avi,0,2,0,0
2408460150.avi,1,2,0,1
2408460151.avi,1,3,0,0
2408460152.avi,0,3,0,0
2408460154.avi,0,3,0,0
2408460155.avi,1,3,0,0
2408460156.avi,1,2,0,0
2408460158.avi,1,2,0,0
2408460159.avi,1,2,1,0
240846016.avi,1,2,1,1
2408460163.avi,1,2,1,1
2408460166.avi,1,2,1,0
240846017.avi,2,2,1,1
240846018.avi,1,2,1,0
240846019.avi,1,2,2,1
2408460211.avi,0,2,1,0
2408460212.avi,0,3,0,0
2408460213.avi,1,3,0,0
2408460215.avi,0,3,1,0
2408460217.avi,1,2,2,1
2408460219.avi,1,2,0,0
240846022.avi,1,2,1,1
2408460220.avi,0,3,0,0
2408460221.avi,1,3,1,1
2408460222.avi,1,2,0,0
2408460223.avi,2,2,1,1
2408460225.avi,1,3,0,0
2408460226.avi,1,2,0,0
2408460227.avi,1,3,1,0
2408460229.avi,1,2,1,0
240846023.avi,0,2,2,0
2408460234.avi,1,2,1,1
2408460236.avi,1,3,0,0
2408460237.avi,0,3,0,0
2408460238.avi,1,2,2,1
240846024.avi,2,2,0,0
2408460240.avi,2,2,1,1
2408460242.avi,0,3,1,0
2408460243.avi,1,3,1,1
2408460244.avi,1,2,1,1
2408460246.avi,0,3,0,0
2408460247.avi,1,3,1,1
2408460249.avi,1,3,0,0
2408460252.avi,1,3,1,1
2408460254.avi,1,2,0,0
2408460255.avi,1,3,1,1
2408460257.avi,0,3,0,0
2408460260.avi,0,3,0,0
2408460261.avi,1,3,0,0
2408460265.avi,0,3,1,0
2408460266.avi,1,3,1,0
2408460268.avi,1,3,1,0
2408460269.avi,0,2,0,0
240846027.avi,1,2,1,1
2408460271.avi,0,2,1,0
2408460272.avi,1,2,1,0
2408460274.avi,1,2,1,1
2408460276.avi,0,3,1,0
2408460277.avi,1,3,0,1
2408460278.avi,1,2,0,0
240846028.avi,1,2,1,0
2408460280.avi,0,3,0,0
240846029.avi,0,2,1,0
24851011.mp4,0,2,0,0
248510111.mp4,1,3,0,0
248510112.mp4,0,3,1,0
248510114.mp4,1,2,1,0
248510116.mp4,0,3,0,0
248510117.mp4,0,3,1,0
248510118.mp4,0,2,2,0
248510119.mp4,1,3,0,0
248510120.mp4,0,3,0,0
248510125.mp4,1,3,0,0
248510127.mp4,0,2,1,0
248510128.mp4,0,3,0,0
248510129.mp4,0,3,1,0
24851013.mp4,1,3,0,0
248510131.mp4,1,2,0,0
248510136.mp4,0,3,1,0
248510137.mp4,0,3,0,1
24851014.mp4,1,2,0,0
248510142.mp4,1,2,1,0
248510147.mp4,0,3,1,0
248510148.mp4,0,3,0,0
24851015.mp4,0,3,0,0
248510150.mp4,1,3,0,0
248510151.mp4,1,3,1,1
248510153.mp4,0,2,0,0
248510155.mp4,0,3,0,0
248510156.mp4,0,2,1,0
248510157.mp4,0,2,0,0
248510160.mp4,0,3,0,0
248510161.mp4,0,3,0,0
248510163.mp4,0,2,0,0
248510164.mp4,1,3,1,0
248510167.mp4,1,3,1,0
248510170.mp4,0,3,0,0
24851018.mp4,1,3,0,0
24851019.mp4,0,3,1,0
248510211.mp4,0,3,0,0
248510212.mp4,0,3,1,0
248510213.mp4,1,2,0,0
248510214.mp4,0,2,1,0
248510215.mp4,0,3,0,0
248510216.mp4,0,3,1,2
24851022.mp4,1,3,2,0
248510220.mp4,0,3,0,0
248510223.mp4,0,3,0,0
248510225.mp4,0,3,0,0
248510227.mp4,0,3,0,0
248510229.mp4,0,3,0,0
248510230.mp4,0,3,0,0
248510232.mp4,0,3,0,0
248510233.mp4,0,3,1,0
248510235.mp4,1,3,1,0
248510236.mp4,0,3,0,0
24851024.mp4,0,3,0,0
248510241.mp4,0,3,2,0
248510242.mp4,0,3,2,1
248510245.mp4,0,3,0,0
248510246.mp4,0,3,1,0
248510248.mp4,0,3,0,0
248510249.mp4,0,3,1,0
248510250.mp4,1,2,0,1
248510251.mp4,0,3,0,0
248510253.mp4,0,3,0,0
248510255.mp4,0,3,1,0
248510256.mp4,0,3,0,0
248510259.mp4,0,3,0,0
24851026.mp4,0,3,0,0
248510260.mp4,0,3,0,0
248510262.mp4,0,3,2,0
248510264.mp4,0,2,3,0
248510265.mp4,0,3,2,0
248510267.mp4,0,3,1,1
248510268.mp4,1,3,1,0
24851027.mp4,0,3,0,0
248510271.mp4,0,3,1,0
248510272.mp4,0,3,0,0
248510273.mp4,0,3,0,0
248510276.mp4,0,3,0,0
248510278.mp4,0,2,0,0
24851028.mp4,0,3,0,0
2904280110.mp4,0,3,1,0
29042801110.mp4,0,3,0,0
29042801170.mp4,1,3,1,0
29042801180.mp4,1,2,1,0
2904280120.mp4,0,3,0,0
29042801220.mp4,1,2,1,1
29042801230.mp4,2,3,1,0
29042801250.mp4,0,3,0,0
29042801260.mp4,0,3,0,0
29042801290.mp4,0,3,0,0
29042801300.mp4,1,3,0,0
29042801320.mp4,0,3,0,0
29042801340.mp4,1,3,0,0
29042801350.mp4,1,3,0,0
29042801370.mp4,1,1,1,1
29042801390.mp4,2,3,1,1
2904280140.mp4,1,2,0,0
29042801440.mp4,1,2,1,1
29042801450.mp4,0,3,0,0
29042801470.mp4,2,3,2,1
29042801480.mp4,1,2,0,1
2904280150.mp4,1,3,1,0
29042801500.mp4,0,3,0,0
29042801550.mp4,2,2,0,1
29042801570.mp4,1,2,0,0
29042801580.mp4,0,3,0,0
2904280160.mp4,1,2,0,0
29042801600.mp4,1,3,0,0
29042801630.mp4,0,3,0,0
29042801640.mp4,1,3,0,0
29042801650.mp4,1,2,0,1
29042801680.mp4,1,2,0,1
29042801690.mp4,1,2,2,1
2904280170.mp4,1,2,0,0
29042801710.mp4,1,3,1,0
29042801740.mp4,1,3,1,1
29042801750.mp4,1,3,0,0
29042801770.mp4,2,3,1,0
29042801780.mp4,0,2,0,1
29042801790.mp4,0,2,3,0
2904280180.mp4,0,3,1,0
